img,output 0,output 1,flag,username,timestamp
C:\Users\antri\OneDrive\Desktop\Garbage_classi\flagged\img\31efb933475a4aca1eacc46ff43f4b4738a34dde\tmp40mx2qs2.jpg,🔍 Prediction: Brown-glass (40.40%),💡 Suggestion: 🍶 Reuse or recycle.,,,2026-04-29 02:12:11.993578
